"value","quantile","type","forecast_date","target","target_end_date","location"
3.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.0375,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4.425,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5.325,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5.8425,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","46"
1,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.2125,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.6625,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.92125,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,NA,"point",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.0875,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.5125,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.925,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3.275,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
5.975,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
7.5275,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,NA,"point",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.3125,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.7625,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,NA,"point",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.0375,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.4125,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.8625,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.2125,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.6625,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.92125,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,NA,"point",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.0375,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.4125,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1.8625,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.6375,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3.9875,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
4.76375,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
1,NA,"point",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.0375,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.4125,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.8625,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3.6375,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
4.9875,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
5.76375,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,NA,"point",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.0875,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.5125,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2.925,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3.3125,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
3.7625,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
4.6375,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
5.9875,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
6.76375,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","46"
2,NA,"point",2022-01-24,"2 week ahead","2022-02-06","46"
1,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.0875,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.5125,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.925,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2.3125,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2.7625,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
3.6375,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
4.9875,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
5.76375,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,NA,"point",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.0375,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.4125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.8625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
3.0625,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
5.3125,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
6.60625,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,NA,"point",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.0875,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.5125,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.925,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2.2125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2.6625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2.92125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,NA,"point",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.2125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.6625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1.92125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
1,NA,"point",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0.2125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0.6625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0.92125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
0,NA,"point",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
2,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","46"
